DB Accession Number,Molecule Names,ATC Codes,Type,Groups,DB SMILES,Neutralized SMILES
CHEMBL13291,Fludiazepam,N05BA,Small Molecule,NotAvailable,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
CHEMBL3833365,Kaolin,A07BC,Small Molecule,NotAvailable,O.O.O=[Al]O[Si](=O)O[Si](=O)O[Al]=O,O=[Al]O[Si](=O)O[Si](=O)O[Al]=O
CHEMBL245807,Oxyphenisatine,A06AB,Small Molecule,NotAvailable,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
CHEMBL576127,Fenspiride,R03BX; R03DX,Small Molecule,NotAvailable,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
CHEMBL3348932,Desfesoterodine,G04BD,Small Molecule,NotAvailable,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C
CHEMBL3707362,Dimethylaminopropionylphenothiazine,A03AC,Small Molecule,NotAvailable,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C
CHEMBL360055,Gallamine,M03AC,Small Molecule,NotAvailable,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
CHEMBL2110816,Butriptyline,N06AA,Small Molecule,NotAvailable,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
CHEMBL43184,Aminoacridine,D08AA,Small Molecule,NotAvailable,Nc1c2ccccc2nc2ccccc12,Nc1c2ccccc2nc2ccccc12
CHEMBL2110596,Azapetine,C04AX,Small Molecule,NotAvailable,C=CCN1Cc2ccccc2-c2ccccc2C1,C=CCN1Cc2ccccc2-c2ccccc2C1
CHEMBL1788388,Dibutylsuccinate,P03BX,Small Molecule,NotAvailable,CCCCOC(=O)CCC(=O)OCCCC,CCCCOC(=O)CCC(=O)OCCCC
CHEMBL3092041,Acetyldihydrocodeine,R05DA,Small Molecule,NotAvailable,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
CHEMBL609109; JUAN87,Thioproperazine; Tioproperazine,N05AB,Small Molecule,NotAvailable,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
CHEMBL1623992,Piperidolate,A03AA,Small Molecule,NotAvailable,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
CHEMBL513301,Trimazosin,C02CA,Small Molecule,NotAvailable,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC
CHEMBL2110990,Guaiacolsulfonate,R05CA,Small Molecule,NotAvailable,COc1cc(S(=O)(=O)O)ccc1O,COc1cc(S(=O)(=O)O)ccc1O
CHEMBL329203,Cyclopentamine,R01AA,Small Molecule,NotAvailable,CNC(C)CC1CCCC1,CNC(C)CC1CCCC1
CHEMBL1091024,Miocamycin,J01FA,Small Molecule,NotAvailable,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC
CHEMBL1988479,Etallobarbital,N05CA,Small Molecule,NotAvailable,C=CCC1(CC)C(=O)NC(=O)NC1=O,C=CCC1(CC)C(=O)NC(=O)NC1=O
CHEMBL2272031,Pentamycin,G01AA,Small Molecule,NotAvailable,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O
CHEMBL3707363,Trimethyldiphenylpropylamine,A03AX,Small Molecule,NotAvailable,CC(CC(c1ccccc1)c1ccccc1)N(C)C,CC(CC(c1ccccc1)c1ccccc1)N(C)C
CHEMBL50300,Fosfonet,J05AD,Small Molecule,NotAvailable,O=C(O)CP(=O)(O)O,O=C(O)CP(=O)(O)O
CHEMBL3707301,Idanpramine,A03AX,Small Molecule,NotAvailable,COc1ccc(C2(c3ccc(OC)cc3)NC(=O)N(CCN3CCCCC3)C2=O)cc1,COc1ccc(C2(c3ccc(OC)cc3)NC(=O)N(CCN3CCCCC3)C2=O)cc1
CHEMBL1589896,Hexoprenaline,R03AC; R03CC,Small Molecule,NotAvailable,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
CHEMBL23838,Paraoxon,S01EB,Small Molecule,NotAvailable,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
CHEMBL3833382,Prajmaline,C01BA,Small Molecule,NotAvailable,CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O,CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O
CHEMBL1095283,Carfecillin,G01AA,Small Molecule,NotAvailable,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1620794; JUAN292,Naftidrofuryl; Naftidrofuryl,C04AX,Small Molecule,NotAvailable,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
CHEMBL2035187,Pacritinib,L01EJ,Small Molecule,NotAvailable,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
CHEMBL1716983,Enisamium iodide,J05AX,Small Molecule,NotAvailable,C[n+]1ccc(C(=O)NCc2ccccc2)cc1.[I-],C[n+]1ccc(C(=O)NCc2ccccc2)cc1
CHEMBL589583,Delapril,C09AA,Small Molecule,NotAvailable,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
CHEMBL1650818,Pivmecillinam,J01CA,Small Molecule,NotAvailable,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C
CHEMBL51,Ketanserin,C02KD,Small Molecule,NotAvailable,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
CHEMBL267044,Levosulpiride,N05AL,Small Molecule,NotAvailable,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
CHEMBL485259,Cineole,R05CA,Small Molecule,NotAvailable,CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2
CHEMBL2105611,Tacalcitol,D05AX,Small Molecule,NotAvailable,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
CHEMBL522038,Ximelagatran,B01AE,Small Molecule,NotAvailable,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1
CHEMBL413965,Felbinac,M02AA,Small Molecule,NotAvailable,O=C(O)Cc1ccc(-c2ccccc2)cc1,O=C(O)Cc1ccc(-c2ccccc2)cc1
CHEMBL60889,Mosapride,A03FA,Small Molecule,NotAvailable,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1
CHEMBL2218861,Quinagolide,G02CB,Small Molecule,NotAvailable,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21
CHEMBL1200692,Olmesartan medoxomil,C09CA,Small Molecule,NotAvailable,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1765292,Indobufen,B01AC,Small Molecule,NotAvailable,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
CHEMBL842,Chlorothiazide,C03AA; C03AH,Small Molecule,NotAvailable,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
CHEMBL549386; JUAN561,Fotemustine; Fotemustine,L01AD,Small Molecule,NotAvailable,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O
CHEMBL12208,Hymecromone,A05AX,Small Molecule,NotAvailable,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(O)ccc12
CHEMBL367463,Pranoprofen,S01BC,Small Molecule,NotAvailable,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
CHEMBL427216,Gliclazide,A10BB,Small Molecule,NotAvailable,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
CHEMBL2110900,Dapoxetine,G04BX,Small Molecule,NotAvailable,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
CHEMBL29609,Pleconaril,J05AX,Small Molecule,NotAvailable,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
CHEMBL1240977,Oxantel,P02CC,Small Molecule,NotAvailable,CN1CCCN=C1/C=C/c1cccc(O)c1,CN1CCCN=C1/C=C/c1cccc(O)c1
CHEMBL7568,Mepacrine,P01AX,Small Molecule,NotAvailable,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
CHEMBL41632,Tiratricol,D11AX; H03AA,Small Molecule,NotAvailable,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
CHEMBL168815,Cevimeline,N07AX,Small Molecule,NotAvailable,CC1OC2(CS1)CN1CCC2CC1,CC1OC2(CS1)CN1CCC2CC1
CHEMBL191,Losartan,C09CA,Small Molecule,NotAvailable,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL1512949,Fenoverine,A03AX,Small Molecule,NotAvailable,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
CHEMBL3707366,Alanyl glutamine,B05XB,Small Molecule,NotAvailable,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O
CHEMBL3707290,Somapacitan,H01AC,Small Molecule,NotAvailable,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O
CHEMBL1697845,Norethandrolone,A14AA,Small Molecule,NotAvailable,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL370753,Opipramol,N06AA,Small Molecule,NotAvailable,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
CHEMBL2018096,Ipragliflozin,A10BK,Small Molecule,NotAvailable,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL333325,Fosravuconazole,D01BA,Small Molecule,NotAvailable,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F
CHEMBL3426621,Ripasudil,S01EX,Small Molecule,NotAvailable,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
CHEMBL3183184,Octinoxate,D02BA,Small Molecule,NotAvailable,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
CHEMBL1025,Fluostigmine,S01EB,Small Molecule,NotAvailable,CC(C)OP(=O)(F)OC(C)C,CC(C)OP(=O)(F)OC(C)C
CHEMBL1200342,Paramethasone,H02AB,Small Molecule,NotAvailable,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CHEMBL165790,Ipriflavone,M05BX,Small Molecule,NotAvailable,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
CHEMBL485940,Sulfametomidine,J01ED,Small Molecule,NotAvailable,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
CHEMBL1276663,Cefozopran,J01DE,Small Molecule,NotAvailable,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1
CHEMBL33720,Oxedrine,C01CA; S01GA,Small Molecule,NotAvailable,CNCC(O)c1ccc(O)cc1,CNCC(O)c1ccc(O)cc1
CHEMBL1474889,Clobutinol,R05DB,Small Molecule,NotAvailable,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
CHEMBL70972,Seratrodast,R03DX,Small Molecule,NotAvailable,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
CHEMBL600325,Proscillaridin,C01AB,Small Molecule,NotAvailable,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O
CHEMBL1875805,Acetylleucine,N07CA,Small Molecule,NotAvailable,CC(=O)NC(CC(C)C)C(=O)O,CC(=O)NC(CC(C)C)C(=O)O
CHEMBL2104114,Creatinolfosfate,C01EB,Small Molecule,NotAvailable,CN(CCOP(=O)(O)O)C(=N)N,CN(CCOP(=O)(O)O)C(=N)N
CHEMBL2107636,Cefazedone,J01DB,Small Molecule,NotAvailable,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1
CHEMBL47050,Penfluridol,N05AG,Small Molecule,NotAvailable,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL255066,Cloricromen,B01AC,Small Molecule,NotAvailable,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl
CHEMBL357995,Bopindolol,C07AA,Small Molecule,NotAvailable,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
CHEMBL37161,Fenbendazole,P02CA,Small Molecule,NotAvailable,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
CHEMBL2107531,Stepronin,R05CB,Small Molecule,NotAvailable,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O
CHEMBL1413176,Nifenazone,M02AA; N02BB,Small Molecule,NotAvailable,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
CHEMBL1743261,Mexazolam,N05BA,Small Molecule,NotAvailable,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
CHEMBL188952,Pirprofen,M01AE,Small Molecule,NotAvailable,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
CHEMBL1484857,Succinylsulfathiazole,A07AB,Small Molecule,NotAvailable,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
CHEMBL1213033,Aprindine,C01BB,Small Molecule,NotAvailable,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
CHEMBL87045,Cibenzoline,C01BG,Small Molecule,NotAvailable,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
CHEMBL267719,Allobarbital,N05CA,Small Molecule,NotAvailable,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
CHEMBL2107447,Neticonazole,D01AC,Small Molecule,NotAvailable,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1
CHEMBL1908324,Metampicillin,J01CA,Small Molecule,NotAvailable,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1
CHEMBL312862,Demecolcine,L01CC,Small Molecule,NotAvailable,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
CHEMBL1736151,Etafenone,C01DX,Small Molecule,NotAvailable,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
CHEMBL2105616,Spaglumic acid,R01AC; S01GX,Small Molecule,NotAvailable,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
CHEMBL1614641,Flunoxaprofen,G02CC; M01AE,Small Molecule,NotAvailable,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1
CHEMBL1697844,Nicofuranose,C10AD,Small Molecule,NotAvailable,O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1
CHEMBL2105080,Gedocarnil,N05BX,Small Molecule,NotAvailable,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12
CHEMBL87385,Clopenthixol,N05AF,Small Molecule,NotAvailable,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1
CHEMBL2106618,Glisoxepide,A10BB,Small Molecule,NotAvailable,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1
CHEMBL1651913,Oxyfedrine,C01DX,Small Molecule,NotAvailable,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1
CHEMBL1322884,Phenothrin,P03AC,Small Molecule,NotAvailable,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
CHEMBL1095282,Camazepam,N05BA,Small Molecule,NotAvailable,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O
CHEMBL447629,Mitobronitol,L01AX,Small Molecule,NotAvailable,O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr
CHEMBL2105485,Tolciclate,D01AE,Small Molecule,NotAvailable,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
CHEMBL2105497,Zipeprol,R05DB,Small Molecule,NotAvailable,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1
CHEMBL2106972,Neltenexine,R05CB,Small Molecule,NotAvailable,O=C(Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1)c1cccs1,O=C(Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1)c1cccs1
CHEMBL2105302,Prenoxdiazine,R05DB,Small Molecule,NotAvailable,c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1,c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1
